"Variable","Importance","StDev","Model"
"Thermokarst",1.03145150097662,0.0583829259354538,"RF"
"wtd_Water_table_depth",1.0198105721365,0.0667822616580446,"RF"
"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow",0.960253053290401,0.0498969230908829,"RF"
"SMMR_SSMIS_transitional_days_NTSG_FT_SMMR_SSMIS_25km",0.836771165198643,0.102550988720519,"RF"
"srad_terraclimate_sites",8.20327678841015,0.259895710143753,"SVM"
"dtm_rough.scale_merit.dem_m_250m_s0..0cm_2018_v1.0_MERIT_topo_indices_250m",1.51890515099964,0.0900615390944648,"SVM"
"dtm_cti_merit.dem_m_250m_s0..0cm_2018_v1.0_MERIT_topo_indices_250m",1.49095399055676,0.11437173237319,"SVM"
"tmean_terraclimate_sites",1.05728256809251,0.0397214918990006,"SVM"
"SoilGrids_SOC_SoilGrids_SOCstock",0.717240839059169,0.0844035357967642,"SVM"
"aboveground_biomass_carbon_2010_Above_belowground_biomass",0.441221859315148,0.0212800024652354,"SVM"
"Snow.cover_era5_soilmoist_temp_snow",0.153330782374743,0.00486502077993368,"SVM"
"pdsi_terraclimate_sites",0.089698820873253,0.0251747232529454,"SVM"
"pr_terraclimate_sites",0.0711720950540907,0.00231423809388793,"SVM"
"BLDFIE_M_250m_ll_30_agg_SoilGrids",0.0410576939960692,0.00458816768618527,"SVM"
"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km",0.0124866403168515,0.000470366096121117,"SVM"
"belowground_biomass_carbon_2010_Above_belowground_biomass",0.0112101218688045,0.00130657631354911,"SVM"
"Soil.temperature.level.1_era5_soilmoist_temp_snow",0.00695414280782515,0.000225878825690762,"SVM"
"SMMR_SSMIS_transitional_days_NTSG_FT_SMMR_SSMIS_25km",0.000956730859961112,4.78891104713226e-05,"SVM"
"wtd_Water_table_depth",0.000314857748354029,3.51164057980649e-05,"SVM"
"Snow.depth_era5_soilmoist_temp_snow",0.000132788477816419,2.26641000979493e-05,"SVM"
"PHIHOX_M_250m_ll_30_agg_SoilGrids",0.000103046285746515,9.34063844352416e-06,"SVM"
"sol_watercontent.1500kPa_usda.3c2a1a_m_250m_b0..0cm_1950..2017_v0.1_SoilGrids_watercontent_30_agg",2.95000917998323e-05,3.69092800387696e-06,"SVM"
"ndvi3g_lower_mean_GIMMS3g_NDVI_sites_high_and_low_quality",5.43117687676897e-06,1.6975442754369e-07,"SVM"
"ESACCI_cavm_general_ESAwaterfix_broadevfix_mixfix_cropfix_nowaterglacier_ESACCI_CAVM_merged",3.81909056912377e-06,1.7869410733618e-07,"SVM"
"Number_of_days_since_fire_classes_gfed_monthly_calc",1.47123586849318e-06,8.77821262913455e-08,"SVM"
"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH",1.44799121230221e-06,1.07649550341177e-07,"SVM"
"Thermokarst",1.20432494085776e-06,6.27004508300549e-08,"SVM"
"trend_20yrprior_terra_change_id",4.43166878412171e-07,5.53643123926567e-08,"SVM"
"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow",4.71625763509564e-08,4.93962035972574e-09,"SVM"
