"Variable","Importance","StDev","Model","Importance_max","Variable2"
"ndvi3g_lowest_gapfilled_mean_GIMMS3g_NDVI_sites_low_quality_gapfilled",7.17064391661154,0.173116520626563,"RF",12.5130749136426,"ndvi3g_lowest_gapfilled_mean_GIMMS3g_NDVI_sites_low_quality_gapfilled"
"Number_of_days_since_fire_classes_gfed_monthly_calc",0,0,"SVM",0,"Number_of_days_since_fire_classes_gfed_monthly_calc"
"pdsi_terraclimate_sites",0,0,"SVM",0,"pdsi_terraclimate_sites"
"Percent_NonTree_Vegetation_AVHRR_VCF5KYR",0,0,"SVM",0,"Percent_NonTree_Vegetation_AVHRR_VCF5KYR"
"Percent_NonVegetated_AVHRR_VCF5KYR",0,0,"SVM",0,"Percent_NonVegetated_AVHRR_VCF5KYR"
"Percent_TreeCover_AVHRR_VCF5KYR",0,0,"SVM",0,"Percent_TreeCover_AVHRR_VCF5KYR"
"PHIHOX_M_sl1_250m_ll_SoilGrids",1.25347616473957,0.0541266920338664,"RF",1.25347616473957,"PHIHOX_M_sl1_250m_ll_SoilGrids"
"PHIHOX_M_sl1_250m_ll_SoilGrids",0,0,"SVM",1.25347616473957,"PHIHOX_M_sl1_250m_ll_SoilGrids"
"ppt_TerraClimate_averages",0,0,"SVM",1.68046552609212,"ppt_TerraClimate_averages"
"ppt_TerraClimate_averages",1.68046552609212,0.0850260113453835,"RF",1.68046552609212,"ppt_TerraClimate_averages"
"pr_terraclimate_sites",2.95321587786489,0.125714455937764,"RF",2.95321587786489,"pr_terraclimate_sites"
"pr_terraclimate_sites",1.86730167466953,0.140674939223254,"SVM",2.95321587786489,"pr_terraclimate_sites"
"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km",3.30867443027825,0.4353464298469,"SVM",3.30867443027825,"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km"
"Snow.cover_era5_soilmoist_temp_snow",7.9180943838362,0.22873780341905,"RF",7.9180943838362,"Snow.cover_era5_soilmoist_temp_snow"
"Snow.cover_era5_soilmoist_temp_snow",4.93932258220917,0.393420686103009,"SVM",7.9180943838362,"Snow.cover_era5_soilmoist_temp_snow"
"Snow.cover_era5_soilmoist_temp_snow",0,0,"GBM",7.9180943838362,"Snow.cover_era5_soilmoist_temp_snow"
"Snow.depth_era5_soilmoist_temp_snow",0,0,"GBM",0,"Snow.depth_era5_soilmoist_temp_snow"
"Snow.depth_era5_soilmoist_temp_snow",0,0,"SVM",0,"Snow.depth_era5_soilmoist_temp_snow"
"Soil.temperature.level.1_era5_soilmoist_temp_snow",36.6849024268192,0.791158723354773,"GBM",36.6849024268192,"Soil.temperature.level.1_era5_soilmoist_temp_snow"
"Soil.temperature.level.1_era5_soilmoist_temp_snow",21.9842386164975,0.347215466012961,"RF",36.6849024268192,"Soil.temperature.level.1_era5_soilmoist_temp_snow"
"Soil.temperature.level.1_era5_soilmoist_temp_snow",17.6406954913936,0.41038873746224,"SVM",36.6849024268192,"Soil.temperature.level.1_era5_soilmoist_temp_snow"
"SoilGrids_SOC_SoilGrids_SOCstock",1.87271646304179,0.0842261496450551,"RF",1.87271646304179,"SoilGrids_SOC_SoilGrids_SOCstock"
"SoilGrids_SOC_SoilGrids_SOCstock",0,0,"SVM",1.87271646304179,"SoilGrids_SOC_SoilGrids_SOCstock"
"sol_watercontent.1500kPa_usda.3c2a1a_m_250m_b0..0cm_1950..2017_v0.1_SoilGrids_watercontent",0,0,"SVM",0,"sol_watercontent.1500kPa_usda.3c2a1a_m_250m_b0..0cm_1950..2017_v0.1_SoilGrids_watercontent"
"srad_terraclimate_sites",5.86473934884951,0.0727271600120825,"SVM",5.86473934884951,"srad_terraclimate_sites"
"terra_trend_19601990",0,0,"SVM",1.09322287233232,"terra_trend_19601990"
"terra_trend_19601990",1.09322287233232,0.0589200391439531,"RF",1.09322287233232,"terra_trend_19601990"
"TKHP_Thermokarst",0,0,"SVM",0,"TKHP_Thermokarst"
"TKWP_Thermokarst",0,0,"SVM",0,"TKWP_Thermokarst"
"tmean_TerraClimate_averages",0,0,"SVM",3.09592670054166,"tmean_TerraClimate_averages"
"tmean_TerraClimate_averages",3.09592670054166,0.14918253414419,"RF",3.09592670054166,"tmean_TerraClimate_averages"
"tmean_TerraClimate_averages",0.136567662299503,0.0195233614660066,"GBM",3.09592670054166,"tmean_TerraClimate_averages"
"tmean_terraclimate_sites",4.13523694142632,0.163465182600257,"GBM",16.5669124841884,"tmean_terraclimate_sites"
"tmean_terraclimate_sites",16.5669124841884,0.277280696865478,"RF",16.5669124841884,"tmean_terraclimate_sites"
"tmean_terraclimate_sites",11.6643717267724,0.343145828322376,"SVM",16.5669124841884,"tmean_terraclimate_sites"
"trend_20yrprior_terra_change_id",0,0,"SVM",2.4349774984085,"trend_20yrprior_terra_change_id"
"trend_20yrprior_terra_change_id",2.4349774984085,0.140221620154676,"RF",2.4349774984085,"trend_20yrprior_terra_change_id"
"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH",4.26732341312088,0.331535373509414,"GBM",4.81861012595765,"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH"
"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH",0,0,"SVM",4.81861012595765,"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH"
"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH",4.81861012595765,0.273435287485589,"RF",4.81861012595765,"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH"
"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow",2.29519761507487,0.0865525889593081,"RF",2.29519761507487,"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow"
"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow",0,0,"SVM",2.29519761507487,"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow"
"vpd_terraclimate_sites",4.70754380356648,0.172922907767579,"SVM",4.70754380356648,"vpd_terraclimate_sites"
