"Variable","Importance","StDev","Model","Importance_max","Variable2"
"ppt_TerraClimate_averages",0,0,"SVM",0.69055761435437,"ppt_TerraClimate_averages"
"ppt_TerraClimate_averages",0.69055761435437,0.0212806477502729,"RF",0.69055761435437,"ppt_TerraClimate_averages"
"pr_terraclimate_sites",0.142099488920077,0.0157040228330163,"GBM",2.14449679941304,"pr_terraclimate_sites"
"pr_terraclimate_sites",2.14449679941304,0.241171643533714,"SVM",2.14449679941304,"pr_terraclimate_sites"
"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km",2.47376919061665,0.197192019090344,"SVM",2.47376919061665,"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km"
"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km",0.22192389089473,0.0237453163717762,"GBM",2.47376919061665,"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km"
"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km",2.14022813297693,0.0835471753918458,"RF",2.47376919061665,"SMMR_SSMIS_thaw_days_NTSG_FT_SMMR_SSMIS_25km"
"Snow.cover_era5_soilmoist_temp_snow",1.78450992679568,0.172715268473781,"SVM",1.78450992679568,"Snow.cover_era5_soilmoist_temp_snow"
"Snow.cover_era5_soilmoist_temp_snow",0.121678225973007,0.0251631639250059,"GBM",1.78450992679568,"Snow.cover_era5_soilmoist_temp_snow"
"Snow.depth_era5_soilmoist_temp_snow",2.01277689948601,0.0656509977901397,"RF",2.01277689948601,"Snow.depth_era5_soilmoist_temp_snow"
"Snow.depth_era5_soilmoist_temp_snow",0,0,"SVM",2.01277689948601,"Snow.depth_era5_soilmoist_temp_snow"
"Soil.temperature.level.1_era5_soilmoist_temp_snow",7.99220678989992,0.389141924119538,"GBM",9.41159261567618,"Soil.temperature.level.1_era5_soilmoist_temp_snow"
"Soil.temperature.level.1_era5_soilmoist_temp_snow",9.41159261567618,0.264204057446631,"RF",9.41159261567618,"Soil.temperature.level.1_era5_soilmoist_temp_snow"
"Soil.temperature.level.1_era5_soilmoist_temp_snow",2.96872023064856,0.145044136663702,"SVM",9.41159261567618,"Soil.temperature.level.1_era5_soilmoist_temp_snow"
"SoilGrids_SOC_SoilGrids_SOCstock",2.96004486371667,0.107115706928825,"RF",2.96004486371667,"SoilGrids_SOC_SoilGrids_SOCstock"
"SoilGrids_SOC_SoilGrids_SOCstock",0.564269165010758,0.0522102599803263,"GBM",2.96004486371667,"SoilGrids_SOC_SoilGrids_SOCstock"
"SoilGrids_SOC_SoilGrids_SOCstock",0,0,"SVM",2.96004486371667,"SoilGrids_SOC_SoilGrids_SOCstock"
"sol_watercontent.1500kPa_usda.3c2a1a_m_250m_b0..0cm_1950..2017_v0.1_SoilGrids_watercontent",0,0,"SVM",0.585662787077754,"sol_watercontent.1500kPa_usda.3c2a1a_m_250m_b0..0cm_1950..2017_v0.1_SoilGrids_watercontent"
"sol_watercontent.1500kPa_usda.3c2a1a_m_250m_b0..0cm_1950..2017_v0.1_SoilGrids_watercontent",0.585662787077754,0.0258766557376369,"RF",0.585662787077754,"sol_watercontent.1500kPa_usda.3c2a1a_m_250m_b0..0cm_1950..2017_v0.1_SoilGrids_watercontent"
"srad_terraclimate_sites",13.9828375540713,0.30098942057531,"RF",13.9828375540713,"srad_terraclimate_sites"
"srad_terraclimate_sites",7.52379649037151,0.26435594028493,"GBM",13.9828375540713,"srad_terraclimate_sites"
"srad_terraclimate_sites",12.4946142751206,0.318986081417419,"SVM",13.9828375540713,"srad_terraclimate_sites"
"terra_trend_19601990",0.232449494815433,0.0119082946421606,"GBM",2.39512730160815,"terra_trend_19601990"
"terra_trend_19601990",2.39512730160815,0.0640292362433019,"RF",2.39512730160815,"terra_trend_19601990"
"terra_trend_19601990",0,0,"SVM",2.39512730160815,"terra_trend_19601990"
"TKHP_Thermokarst",0.168869345458918,0.00811327302098236,"RF",0.168869345458918,"TKHP_Thermokarst"
"TKHP_Thermokarst",0,0,"SVM",0.168869345458918,"TKHP_Thermokarst"
"TKWP_Thermokarst",0.174689689202005,0.00668904216113449,"RF",0.174689689202005,"TKWP_Thermokarst"
"TKWP_Thermokarst",0,0,"SVM",0.174689689202005,"TKWP_Thermokarst"
"tmean_TerraClimate_averages",0,0,"SVM",0.978920815480492,"tmean_TerraClimate_averages"
"tmean_TerraClimate_averages",0.0545955956967036,0.00474636566064488,"GBM",0.978920815480492,"tmean_TerraClimate_averages"
"tmean_TerraClimate_averages",0.978920815480492,0.0250996563224084,"RF",0.978920815480492,"tmean_TerraClimate_averages"
"tmean_terraclimate_sites",3.22146038477546,0.176161293823837,"SVM",5.30534343486292,"tmean_terraclimate_sites"
"tmean_terraclimate_sites",1.01777541773227,0.0737198688923525,"GBM",5.30534343486292,"tmean_terraclimate_sites"
"tmean_terraclimate_sites",5.30534343486292,0.129310910638051,"RF",5.30534343486292,"tmean_terraclimate_sites"
"trend_20yrprior_terra_change_id",0.861851286958237,0.043267151265834,"RF",0.861851286958237,"trend_20yrprior_terra_change_id"
"trend_20yrprior_terra_change_id",-0.0288878270349122,0.00498356868636783,"GBM",0.861851286958237,"trend_20yrprior_terra_change_id"
"trend_20yrprior_terra_change_id",0,0,"SVM",0.861851286958237,"trend_20yrprior_terra_change_id"
"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH",0,0,"SVM",0,"UiO_PEX_PERPROB_5.0_20181128_2000_2016_NH_UiO_PEX_20181128_2000_2016_NH"
"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow",1.1851411638522,0.146709809474998,"SVM",1.1851411638522,"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow"
"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow",1.04823007301788,0.0273574863409407,"RF",1.1851411638522,"Volumetric.soil.water.layer.1_era5_soilmoist_temp_snow"
"vpd_terraclimate_sites",1.81027499432215,0.200381248519699,"SVM",3.81145147865285,"vpd_terraclimate_sites"
"vpd_terraclimate_sites",0.684465207795571,0.127280581962489,"GBM",3.81145147865285,"vpd_terraclimate_sites"
"vpd_terraclimate_sites",3.81145147865285,0.13876814034209,"RF",3.81145147865285,"vpd_terraclimate_sites"
